OBJECTID,STATE,LAT,LONG
281,WEST BENGAL,88.2702026,27.0417995
282,WEST BENGAL,88.7164001,26.5282001
283,WEST BENGAL,88.7871017,25.2304993
284,WEST BENGAL,88.1451035,25.0107002
285,WEST BENGAL,88.2762985,24.1009998
286,WEST BENGAL,89.4508972,26.3286991
287,ASSAM,90.2710037,26.4032001
288,ASSAM,90.6283035,26.1769009
289,MEGHALAYA,90.5910034,25.5287991
290,MEGHALAYA,90.2779999,25.5056992
0,ARUNACHAL PRADESH,94.3287964,28.6525002
0,ARUNACHAL PRADESH,94.7014008,27.9815998
0,ARUNACHAL PRADESH,95.825798,27.6972008
0,ARUNACHAL PRADESH,93.5968018,27.7542
0,ARUNACHAL PRADESH,93.8936005,27.8778992
0,ARUNACHAL PRADESH,95.322197,26.8932991
0,ARUNACHAL PRADESH,94.9539032,28.3267002
0,HARYANA,77.0025024,28.1025009
0,CHHATTISGARH,81.9140015,22.7464008
0,JAMMU AND KASHMIR,74.3096008,33.3765984
0,JAMMU AND KASHMIR,75.5460968,33.1439018
0,JAMMU AND KASHMIR,75.1224976,32.5606995
0,JAMMU AND KASHMIR,75.2386017,33.2429008
0,JAMMU AND KASHMIR,74.8358994,33.7168999
0,JAMMU AND KASHMIR,75.0186996,33.6446991
0,JAMMU AND KASHMIR,74.9012985,33.8740997
0,JAMMU AND KASHMIR,74.7210007,34.0163002
0,JAMMU AND KASHMIR,74.6386032,34.4193001
0,JAMMU AND KASHMIR,74.2624969,34.5293007
0,JAMMU AND KASHMIR,74.7748032,34.2266006
